,F_FUND_CODE,F_SETUP_DATE,F_STYLE_CODE,F_STYLE_NAME
2517,167701,2017/4/21,C01,债券->纯债型
2518,4750,2018/1/16,B01,混合->灵活配置型
2519,380008,2012/12/24,C04,债券->理财债基
2520,163908,2013/1/7,C01,债券->纯债型
2521,288201,2012/12/10,D,货币基金
2522,380007,2012/12/24,C04,债券->理财债基
2523,270050,2013/2/6,B02,混合->积极配置型
2524,380009,2013/2/4,C03,债券->二级债基
2525,530029,2013/1/29,C04,债券->理财债基
2526,531029,2013/1/29,C04,债券->理财债基
2527,485120,2012/10/26,C04,债券->理财债基
2528,485020,2012/10/26,C04,债券->理财债基
2529,320021,2012/11/29,C03,债券->二级债基
2530,380005,2012/12/12,C01,债券->纯债型
2531,380006,2012/12/12,C01,债券->纯债型
2532,57,2013/4/25,B02,混合->积极配置型
2533,519122,2013/5/16,C01,债券->纯债型
2534,519121,2013/5/16,C01,债券->纯债型
2535,160623,2013/4/23,C01,债券->纯债型
2536,620005,2010/2/11,B02,混合->积极配置型
2537,74,2013/5/22,C01,债券->纯债型
2538,534,2014/3/25,B01,混合->灵活配置型
2539,77,2013/5/22,C01,债券->纯债型
2540,380010,2013/1/31,C04,债券->理财债基
2541,3461,2017/3/9,C01,债券->纯债型
2542,1245,2015/6/2,A0101,积极股票型
2543,3494,2017/3/23,B02,混合->积极配置型
2544,1407,2015/6/8,B01,混合->灵活配置型
2545,1314,2015/6/16,B01,混合->灵活配置型
2546,4466,2017/5/2,B03,混合->保守配置型
2547,2740,2017/5/24,C01,债券->纯债型
2548,2741,2017/5/24,C01,债券->纯债型
2549,1315,2015/6/16,B01,混合->灵活配置型
2550,519623,2016/11/18,B01,混合->灵活配置型
2551,1447,2015/6/10,B01,混合->灵活配置型
2552,519624,2016/11/18,B01,混合->灵活配置型
2553,3839,2016/12/7,B01,混合->灵活配置型
2554,3840,2016/12/7,B01,混合->灵活配置型
2556,3351,2016/10/25,B01,混合->灵活配置型
2557,1829,2016/1/27,B01,混合->灵活配置型
2558,2039,2015/11/17,B01,混合->灵活配置型
2559,2040,2015/11/17,B01,混合->灵活配置型
2561,4769,2017/12/14,B02,混合->积极配置型
2562,3352,2016/10/25,B01,混合->灵活配置型
2563,1470,2015/6/15,B01,混合->灵活配置型
2565,1499,2015/6/19,B01,混合->灵活配置型
2566,1026,2015/2/4,D,货币基金
2568,380011,2013/1/31,C04,债券->理财债基
2569,49,2013/3/19,E,QDII
2570,164813,2013/3/6,C03,债券->二级债基
2571,195,2013/6/26,B04,混合->保本型
2572,196,2013/6/26,B04,混合->保本型
2573,190,2013/9/10,B01,混合->灵活配置型
2574,383,2013/12/9,C02,债券->一级债基
2575,384,2013/12/9,C02,债券->一级债基
2576,346,2013/11/5,C02,债券->一级债基
2577,347,2013/11/5,C02,债券->一级债基
2578,318,2013/11/21,C01,债券->纯债型
2579,317,2013/11/21,C01,债券->纯债型
2580,208,2013/7/25,C02,债券->一级债基
2581,295,2013/9/10,C01,债券->纯债型
2582,296,2013/9/10,C01,债券->纯债型
2583,610008,2013/5/14,C03,债券->二级债基
2584,610108,2013/5/14,C03,债券->二级债基
2585,519723,2013/4/18,C01,债券->纯债型
2586,519725,2013/4/18,C01,债券->纯债型
2587,45,2013/3/29,C03,债券->二级债基
2588,46,2013/3/29,C03,债券->二级债基
2590,530017,2011/12/13,C03,债券->二级债基
2591,4438,2017/3/16,C01,债券->纯债型
2592,4400,2017/3/8,C01,债券->纯债型
2593,4401,2017/3/8,C01,债券->纯债型
2594,990,2015/4/15,E,QDII
2595,4064,2017/2/24,B01,混合->灵活配置型
2596,5142,2017/11/16,B01,混合->灵活配置型
2597,5493,2018/1/23,B01,混合->灵活配置型
2598,2670,2016/9/26,B01,混合->灵活配置型
2599,4388,2017/3/9,C01,债券->纯债型
2600,519212,2017/3/30,B01,混合->灵活配置型
2603,4396,2017/4/10,B01,混合->灵活配置型
2604,4392,2017/5/24,C01,债券->纯债型
2605,1789,2017/5/19,B01,混合->灵活配置型
2606,432,2014/1/28,B02,混合->积极配置型
2607,519736,2014/5/9,B02,混合->积极配置型
2608,572,2014/3/31,B01,混合->灵活配置型
2609,590,2014/4/1,B01,混合->灵活配置型
2610,4211,2018/1/29,B01,混合->灵活配置型
2611,5549,2018/1/31,B01,混合->灵活配置型
2612,614,2014/8/12,E,QDII
2613,632,2014/6/5,C01,债券->纯债型
2614,633,2014/6/5,C01,债券->纯债型
2615,161828,2014/5/22,C01,债券->纯债型
2616,585,2014/5/16,B05,混合->特定策略型
2617,2899,2016/12/1,C04,债券->理财债基
2618,4021,2017/2/13,C01,债券->纯债型
2619,4022,2017/2/13,C01,债券->纯债型
2620,4218,2017/4/12,B03,混合->保守配置型
2621,894,2014/12/1,B03,混合->保守配置型
2623,3769,2017/3/8,B01,混合->灵活配置型
2624,805,2014/9/30,B01,混合->灵活配置型
2625,4696,2018/2/9,B01,混合->灵活配置型
2626,5166,2018/2/9,B03,混合->保守配置型
2627,4295,2017/3/8,C01,债券->纯债型
2628,4296,2017/3/8,C01,债券->纯债型
2629,4322,2017/2/10,C01,债券->纯债型
2630,5299,2018/2/1,B01,混合->灵活配置型
2631,742,2014/9/16,B01,混合->灵活配置型
2632,2192,2016/4/20,B01,混合->灵活配置型
2633,5300,2018/2/1,B01,混合->灵活配置型
2634,5223,2018/2/1,A0201,纯指数型
2635,5224,2018/2/1,A0201,纯指数型
2636,2830,2016/8/1,C01,债券->纯债型
2637,20020,2009/3/11,C03,债券->二级债基
2638,873,2017/3/10,D,货币基金
2639,481009,2009/3/5,A0201,纯指数型
2640,5291,2017/12/13,B03,混合->保守配置型
2641,400009,2008/12/10,C02,债券->一级债基
2642,180015,2008/12/3,C03,债券->二级债基
2643,410006,2008/12/24,B01,混合->灵活配置型
2644,582001,2008/11/5,C03,债券->二级债基
2645,571002,2008/11/5,B01,混合->灵活配置型
2646,160612,2008/5/28,C03,债券->二级债基
2647,519601,2008/6/27,E,QDII
2648,410004,2008/5/28,C02,债券->一级债基
2649,3342,2016/12/16,C01,债券->纯债型
2650,4721,2017/12/6,B03,混合->保守配置型
2651,5246,2017/12/28,C03,债券->二级债基
2652,4246,2017/1/18,C01,债券->纯债型
2653,4247,2017/1/18,C01,债券->纯债型
2654,4000,2017/1/23,B01,混合->灵活配置型
2657,4159,2017/1/25,C01,债券->纯债型
2658,168202,2015/9/30,A0201,纯指数型
2659,4160,2017/1/25,C01,债券->纯债型
2660,4059,2016/12/22,C01,债券->纯债型
2661,2459,2016/11/18,C03,债券->二级债基
2662,2460,2016/11/18,C03,债券->二级债基
2663,4250,2017/4/27,B02,混合->积极配置型
2664,1146,2015/3/31,B01,混合->灵活配置型
2666,1147,2015/3/31,B01,混合->灵活配置型
2667,4338,2017/3/20,B01,混合->灵活配置型
2668,4339,2017/3/20,B01,混合->灵活配置型
2669,1164,2015/4/7,B01,混合->灵活配置型
2670,1165,2015/4/7,B01,混合->灵活配置型
2671,1173,2015/4/13,B01,混合->灵活配置型
2672,160224,2015/3/26,A0201,纯指数型
2673,164705,2014/3/6,E,QDII
2674,5027,2017/12/6,B01,混合->灵活配置型
2675,440,2013/11/19,C02,债券->一级债基
2676,163114,2014/5/30,A0201,纯指数型
2677,163115,2014/7/24,A0201,纯指数型
2678,161719,2014/7/31,C02,债券->一级债基
2679,674,2014/8/29,C03,债券->二级债基
2680,160222,2014/10/23,A0201,纯指数型
2681,163111,2012/5/8,A0201,纯指数型
2682,160808,2011/12/6,A0201,纯指数型
2683,160219,2013/8/29,A0201,纯指数型
2684,161716,2013/3/1,C01,债券->纯债型
2685,168203,2015/6/19,A0201,纯指数型
2686,168204,2015/6/25,A0201,纯指数型
2687,168205,2015/6/5,A0201,纯指数型
2688,4621,2018/1/19,B01,混合->灵活配置型
2689,161832,2015/8/6,A0201,纯指数型
2690,1611,2015/7/29,A0201,纯指数型
2692,150988,2017/6/29,D,货币基金
2693,1612,2015/7/29,A0201,纯指数型
2694,1617,2015/7/29,A0201,纯指数型
2695,1618,2015/7/29,A0201,纯指数型
2696,673030,2015/7/27,B01,混合->灵活配置型
2697,150998,2017/6/29,D,货币基金
2698,4488,2017/6/29,A0201,纯指数型
2699,4077,2016/12/16,D,货币基金
2700,1730,2015/8/27,B01,混合->灵活配置型
2701,4078,2016/12/16,D,货币基金
2702,160617,2010/12/2,C02,债券->一级债基
2703,1835,2018/1/19,B01,混合->灵活配置型
2704,1836,2018/1/19,B01,混合->灵活配置型
2705,3850,2016/12/22,B01,混合->灵活配置型
2706,3851,2016/12/22,B01,混合->灵活配置型
2707,3728,2016/12/21,C01,债券->纯债型
2708,1750,2015/8/26,C01,债券->纯债型
2709,1903,2015/11/16,B01,混合->灵活配置型
2710,5398,2018/1/19,C01,债券->纯债型
2711,1904,2015/11/16,B01,混合->灵活配置型
2712,1734,2015/11/18,B01,混合->灵活配置型
2713,1735,2015/11/18,B01,混合->灵活配置型
2714,1820,2015/11/5,D,货币基金
2715,1821,2015/11/5,D,货币基金
2716,1677,2015/11/26,A0101,积极股票型
2717,150173,2014/11/28,A0201,纯指数型
2718,150174,2014/11/28,A0201,纯指数型
2719,1736,2015/10/28,A0101,积极股票型
2720,1881,2015/10/8,B02,混合->积极配置型
2721,1960,2015/11/6,C01,债券->纯债型
2722,1486,2015/10/23,B04,混合->保本型
2723,1794,2015/12/7,C01,债券->纯债型
2724,2058,2015/11/19,B01,混合->灵活配置型
2725,2055,2015/11/16,B01,混合->灵活配置型
2726,2057,2015/11/19,B01,混合->灵活配置型
2728,2516,2016/8/25,B01,混合->灵活配置型
2729,2517,2016/8/25,B01,混合->灵活配置型
2730,4881,2017/11/24,B02,混合->积极配置型
2731,2575,2016/8/25,B01,混合->灵活配置型
2733,519765,2016/12/27,B01,混合->灵活配置型
2734,1647,2016/12/16,B01,混合->灵活配置型
2735,5301,2018/1/26,B01,混合->灵活配置型
2736,3886,2016/12/19,B01,混合->灵活配置型
2737,350009,2011/12/28,B01,混合->灵活配置型
2738,2356,2016/2/4,C01,债券->纯债型
2739,660010,2011/9/6,B02,混合->积极配置型
2740,217022,2012/3/21,C02,债券->一级债基
2741,519679,2012/9/21,B02,混合->积极配置型
2742,519710,2012/6/20,B01,混合->灵活配置型
2743,660013,2012/6/19,C02,债券->一级债基
2744,2357,2016/2/4,C01,债券->纯债型
2745,4913,2017/11/29,B03,混合->保守配置型
2746,290009,2011/2/9,C02,债券->一级债基
2747,5482,2018/1/26,B01,混合->灵活配置型
2748,162512,2012/6/4,C02,债券->一级债基
2749,560006,2012/8/16,B01,混合->灵活配置型
2750,762001,2012/8/28,B01,混合->灵活配置型
2751,5477,2018/2/7,B01,混合->灵活配置型
2752,660014,2012/9/4,A0202,增强指数型
2753,217008,2006/7/11,C03,债券->二级债基
2754,121005,2006/11/15,B02,混合->积极配置型
2755,360001,2004/8/27,A0101,积极股票型
2756,3908,2017/3/3,C03,债券->二级债基
2757,290002,2004/6/28,B01,混合->灵活配置型
2758,3910,2017/3/9,C03,债券->二级债基
2759,1749,2018/2/8,A0101,积极股票型
2760,5004,2018/2/8,B02,混合->积极配置型
2761,1046,2016/9/27,C03,债券->二级债基
2762,2020,2015/12/28,B01,混合->灵活配置型
2763,3342,2016/12/16,C01,债券->纯债型
2764,1781,2016/2/23,A0101,积极股票型
2765,2223,2015/12/25,B01,混合->灵活配置型
2766,3643,2016/12/16,C01,债券->纯债型
2767,5328,2017/12/22,A0101,积极股票型
2768,673040,2016/3/11,B01,混合->灵活配置型
2769,521,2017/12/28,C01,债券->纯债型
2770,2073,2015/12/21,C01,债券->纯债型
2771,2074,2015/12/21,C01,债券->纯债型
2772,582002,2011/7/27,C02,债券->一级债基
2773,582202,2011/7/27,C02,债券->一级债基
2774,519099,2011/7/13,B02,混合->积极配置型
2775,1415,2015/6/11,B01,混合->灵活配置型
2776,3199,2016/9/27,C01,债券->纯债型
2777,3200,2016/9/27,C01,债券->纯债型
2778,290012,2012/2/22,B01,混合->灵活配置型
2779,165526,2015/6/19,B01,混合->灵活配置型
2780,519667,2008/5/23,C02,债券->一级债基
2781,519666,2007/3/14,C02,债券->一级债基
2782,806,2014/10/22,C04,债券->理财债基
2783,530001,2005/12/1,B02,混合->积极配置型
2784,550012,2012/11/27,C04,债券->理财债基
2785,550010,2011/3/23,D,货币基金
2786,519762,2015/12/29,C01,债券->纯债型
2787,3374,2016/9/29,B01,混合->灵活配置型
2788,519763,2015/12/29,C01,债券->纯债型
2789,3411,2016/9/29,B01,混合->灵活配置型
2790,3412,2016/9/29,B01,混合->灵活配置型
2791,2224,2015/12/30,B05,混合->特定策略型
2792,5427,2017/12/28,C01,债券->纯债型
2793,5479,2017/12/28,C03,债券->二级债基
2794,3418,2016/10/17,C01,债券->纯债型
2795,2332,2016/11/10,A0101,积极股票型
2796,1379,2015/6/1,B01,混合->灵活配置型
2797,1422,2015/6/15,B01,混合->灵活配置型
2798,5307,2018/1/24,B03,混合->保守配置型
2799,4140,2017/3/10,C01,债券->纯债型
2800,312,2013/9/27,A0202,增强指数型
2801,5241,2018/1/25,B02,混合->积极配置型
2802,3793,2017/1/22,C01,债券->纯债型
2803,3794,2017/1/22,C01,债券->纯债型
2804,2674,2016/6/28,C01,债券->纯债型
2805,1845,2015/9/29,B03,混合->保守配置型
2806,4001,2017/1/22,C01,债券->纯债型
2807,4002,2017/1/22,C01,债券->纯债型
2808,2309,2016/1/4,B03,混合->保守配置型
2809,313,2013/9/27,A0202,增强指数型
2810,958,2016/5/19,C03,债券->二级债基
2811,670,2014/6/18,C04,债券->理财债基
2812,519738,2014/5/22,B01,混合->灵活配置型
2813,20027,2012/7/31,C03,债券->二级债基
2814,426,2014/1/28,C01,债券->纯债型
2815,559,2014/3/25,D,货币基金
2816,610003,2009/4/8,C02,债券->一级债基
2817,720002,2012/7/13,C03,债券->二级债基
2818,40030,2012/5/23,C04,债券->理财债基
2819,526,2014/3/4,B01,混合->灵活配置型
2820,210006,2011/5/17,B03,混合->保守配置型
2821,380,2013/11/26,D,货币基金
2822,377,2013/12/11,C03,债券->二级债基
2823,40042,2012/12/26,C04,债券->理财债基
2824,4622,2018/1/25,B01,混合->灵活配置型
2825,3396,2016/10/31,B01,混合->灵活配置型
2826,519933,2016/6/28,C03,债券->二级债基
2827,904,2014/12/12,B01,混合->灵活配置型
2829,4623,2018/1/25,B01,混合->灵活配置型
2830,5590,2018/1/25,C01,债券->纯债型
2831,3547,2016/10/27,C01,债券->纯债型
2832,3484,2016/11/16,B01,混合->灵活配置型
2833,5591,2018/1/25,C01,债券->纯债型
2834,519981,2011/3/30,E,QDII
2835,3485,2016/11/16,B01,混合->灵活配置型
2836,2327,2016/4/1,B01,混合->灵活配置型
2837,1423,2015/6/15,B01,混合->灵活配置型
2838,1246,2015/6/9,C01,债券->纯债型
2839,673020,2015/6/2,B01,混合->灵活配置型
2840,1355,2015/6/8,B03,混合->保守配置型
2841,1356,2015/6/8,B03,混合->保守配置型
2842,1339,2015/5/25,B01,混合->灵活配置型
2843,1295,2015/5/15,B01,混合->灵活配置型
2844,1362,2015/5/25,B01,混合->灵活配置型
2845,1511,2015/7/1,B01,混合->灵活配置型
2846,1265,2015/5/14,B01,混合->灵活配置型
2847,1127,2015/4/10,B01,混合->灵活配置型
2848,1680,2016/11/7,B01,混合->灵活配置型
2849,1158,2015/4/28,A0101,积极股票型
2850,3428,2016/11/2,C01,债券->纯债型
2851,1627,2016/11/2,B01,混合->灵活配置型
2852,3655,2016/11/10,B01,混合->灵活配置型
2853,3150,2016/12/1,B03,混合->保守配置型
2854,986,2015/2/10,B01,混合->灵活配置型
2855,3151,2016/12/1,B03,混合->保守配置型
2856,2688,2016/10/26,C03,债券->二级债基
2857,2486,2016/3/16,C01,债券->纯债型
2858,2689,2016/10/26,C03,债券->二级债基
2859,3900,2016/12/14,B01,混合->灵活配置型
2860,2446,2016/3/21,B04,混合->保本型
2861,233001,2004/3/26,B01,混合->灵活配置型
2862,3901,2016/12/21,B01,混合->灵活配置型
2863,3420,2017/3/10,C01,债券->纯债型
2864,121002,2004/4/29,B01,混合->灵活配置型
2865,121001,2003/4/16,C03,债券->二级债基
2866,3421,2017/3/10,C01,债券->纯债型
2867,90007,2008/11/26,B02,混合->积极配置型
2868,4806,2018/2/6,B01,混合->灵活配置型
2869,547,2014/3/21,B02,混合->积极配置型
2870,1385,2015/6/25,B01,混合->灵活配置型
2871,2308,2016/3/9,B04,混合->保本型
2872,2461,2016/3/10,B01,混合->灵活配置型
2873,2462,2016/3/10,B01,混合->灵活配置型
2874,2373,2016/1/14,B01,混合->灵活配置型
2875,1918,2016/2/23,C01,债券->纯债型
2876,1919,2016/2/23,C01,债券->纯债型
2877,2573,2016/4/28,B04,混合->保本型
2878,519320,2016/5/4,C01,债券->纯债型
2879,519321,2016/5/4,C01,债券->纯债型
2880,2452,2016/3/23,C01,债券->纯债型
2881,2535,2016/3/24,B01,混合->灵活配置型
2882,2536,2016/3/24,B01,混合->灵活配置型
2883,2618,2016/4/26,B01,混合->灵活配置型
2884,2619,2016/4/26,B01,混合->灵活配置型
2885,2248,2015/12/24,D,货币基金
2886,4336,2017/3/20,B01,混合->灵活配置型
2889,1703,2016/8/10,A0101,积极股票型
2890,1575,2015/12/14,C01,债券->纯债型
2891,699,2014/6/26,D,货币基金
2892,724,2014/7/28,D,货币基金
2893,725,2014/7/28,D,货币基金
2894,726,2014/7/28,D,货币基金
2895,5303,2017/12/4,A0101,积极股票型
2896,4337,2017/3/20,B01,混合->灵活配置型
2897,4408,2017/3/1,A0201,纯指数型
2898,4671,2017/9/29,B01,混合->灵活配置型
2899,150149,2013/8/16,A0201,纯指数型
2900,165520,2013/8/30,A0201,纯指数型
2901,150150,2013/8/30,A0201,纯指数型
2902,3749,2016/12/19,B01,混合->灵活配置型
2903,545,2014/4/23,B01,混合->灵活配置型
2904,914,2014/12/17,C01,债券->纯债型
2905,575,2014/2/27,D,货币基金
2906,436,2013/12/17,B03,混合->保守配置型
2907,701,2014/9/16,D,货币基金
2908,3750,2016/12/19,B01,混合->灵活配置型
2909,3717,2016/12/13,B01,混合->灵活配置型
2910,1874,2016/11/18,B01,混合->灵活配置型
2911,400029,2014/9/24,C03,债券->二级债基
2912,707,2014/9/16,D,货币基金
2913,748,2014/8/28,D,货币基金
2914,741,2014/8/27,D,货币基金
2915,740,2014/8/27,D,货币基金
2916,677,2014/9/23,D,货币基金
2917,826,2014/10/30,A0201,纯指数型
2918,827,2014/10/30,A0201,纯指数型
2919,921,2014/12/18,D,货币基金
2920,1633,2016/11/17,B01,混合->灵活配置型
2921,922,2014/12/18,D,货币基金
2922,923,2014/12/18,D,货币基金
2923,1634,2016/11/17,B01,混合->灵活配置型
2924,5304,2017/12/4,A0101,积极股票型
2925,5325,2018/1/25,B01,混合->灵活配置型
2926,3401,2016/12/14,C03,债券->二级债基
2927,5326,2018/1/25,B01,混合->灵活配置型
2928,439,2013/12/16,D,货币基金
2929,251,2013/8/26,B02,混合->积极配置型
2930,3780,2016/12/13,B01,混合->灵活配置型
2931,163111,2017/5/9,A0201,纯指数型
2932,161507,2013/3/29,A0202,增强指数型
2933,2513,2016/3/10,B03,混合->保守配置型
2934,582003,2012/8/13,B01,混合->灵活配置型
2935,3321,2016/12/19,E,QDII
2936,3322,2016/12/19,E,QDII
2937,519669,2012/11/29,C01,债券->纯债型
2938,485122,2013/1/28,C04,债券->理财债基
2939,485022,2013/1/28,C04,债券->理财债基
2940,590008,2012/6/12,B02,混合->积极配置型
2941,161226,2015/8/6,J02,商品期货
2942,690005,2011/1/28,B02,混合->积极配置型
2943,3379,2016/11/8,B01,混合->灵活配置型
2944,420003,2008/12/2,B02,混合->积极配置型
2945,420002,2008/4/18,C03,债券->二级债基
2946,420102,2008/4/18,C03,债券->二级债基
2947,340008,2009/3/25,B01,混合->灵活配置型
2948,3380,2016/11/8,B01,混合->灵活配置型
2950,4081,2017/3/2,B03,混合->保守配置型
2951,4082,2017/3/2,B03,混合->保守配置型
2952,2742,2017/1/13,C03,债券->二级债基
2953,3323,2016/12/19,E,QDII
2954,2863,2016/12/22,B01,混合->灵活配置型
2955,80011,2005/12/12,D,货币基金
2956,2743,2017/1/13,C03,债券->二级债基
2957,253060,2012/2/22,C03,债券->二级债基
2959,253061,2012/2/22,C03,债券->二级债基
2960,540001,2006/5/23,B05,混合->特定策略型
2961,163303,2006/8/17,D,货币基金
2962,550003,2008/6/4,B02,混合->积极配置型
2963,4716,2017/7/12,A0101,积极股票型
2964,4614,2017/6/15,C01,债券->纯债型
2965,4615,2017/6/15,C01,债券->纯债型
2966,539003,2012/6/26,E,QDII
2967,550004,2008/9/27,C03,债券->二级债基
2968,410,2013/12/13,B01,混合->灵活配置型
2969,332,2013/10/21,D,货币基金
2970,331,2013/10/21,D,货币基金
2971,167601,2013/7/26,A0201,纯指数型
2972,550005,2008/9/27,C03,债券->二级债基
2973,530021,2012/11/15,C01,债券->纯债型
2974,2842,2016/9/20,C03,债券->二级债基
2975,1811,2016/3/3,B02,混合->积极配置型
2976,2291,2016/2/16,B04,混合->保本型
2977,2049,2015/11/17,B01,混合->灵活配置型
2978,3877,2016/12/27,B03,混合->保守配置型
2979,4845,2017/8/16,B02,混合->积极配置型
2980,2843,2016/9/20,C03,债券->二级债基
2981,5355,2018/2/8,B01,混合->灵活配置型
2982,3530,2016/12/27,C03,债券->二级债基
2983,3531,2016/12/27,C03,债券->二级债基
2984,1842,2015/12/8,D,货币基金
2985,1843,2015/12/8,D,货币基金
2986,4776,2017/6/16,D,货币基金
2987,4202,2017/7/14,B03,混合->保守配置型
2988,4476,2017/7/7,A0101,积极股票型
2989,540003,2007/4/9,B01,混合->灵活配置型
2990,540002,2006/9/27,B02,混合->积极配置型
2991,4641,2017/8/4,B01,混合->灵活配置型
2992,162201,2003/4/25,B01,混合->灵活配置型
2993,162202,2003/4/25,B02,混合->积极配置型
2994,162203,2003/4/25,B01,混合->灵活配置型
2995,3282,2016/9/29,B01,混合->灵活配置型
2996,3283,2016/9/29,B01,混合->灵活配置型
2997,40001,2001/9/21,B01,混合->灵活配置型
2998,160602,2003/7/12,C02,债券->一级债基
2999,3629,2016/12/19,E,QDII
3000,3630,2016/12/19,E,QDII
3001,3631,2016/12/19,E,QDII
3002,160603,2003/7/12,B01,混合->灵活配置型
3003,4499,2017/4/25,C01,债券->纯债型
3004,4498,2017/6/8,C01,债券->纯债型
3005,519784,2017/3/3,C01,债券->纯债型
3006,519785,2017/3/3,C01,债券->纯债型
3007,4503,2017/5/25,C01,债券->纯债型
3008,161606,2004/4/29,B01,混合->灵活配置型
3009,2448,2016/5/5,C01,债券->纯债型
3010,4849,2017/8/1,D,货币基金
3011,675051,2016/9/9,C01,债券->纯债型
3012,4446,2017/7/13,B03,混合->保守配置型
3013,675053,2016/9/9,C01,债券->纯债型
3014,2603,2016/4/22,C01,债券->纯债型
3015,4555,2017/5/19,C01,债券->纯债型
3016,4665,2017/12/13,C01,债券->纯债型
3017,4720,2017/12/6,B03,混合->保守配置型
3019,2533,2016/3/29,B01,混合->灵活配置型
3020,2644,2016/5/25,B04,混合->保本型
3021,160605,2004/5/12,B01,混合->灵活配置型
3022,110003,2004/3/22,A0202,增强指数型
3024,519011,2003/8/22,B02,混合->积极配置型
3025,1898,2017/9/27,B01,混合->灵活配置型
3026,180008,2005/1/31,D,货币基金
3027,40004,2004/8/24,B01,混合->灵活配置型
3028,398001,2004/9/28,B01,混合->灵活配置型
3029,162102,2004/5/27,B02,混合->积极配置型
3030,100020,2004/6/15,B01,混合->灵活配置型
3031,660003,2009/4/8,B01,混合->灵活配置型
3032,1264,2015/5/6,B01,混合->灵活配置型
3033,1399,2015/6/5,B01,混合->灵活配置型
3034,1400,2015/6/5,B01,混合->灵活配置型
3035,3637,2017/1/13,C01,债券->纯债型
3036,3638,2017/1/13,C01,债券->纯债型
3037,2110,2015/11/23,B01,混合->灵活配置型
3038,1686,2015/11/24,B01,混合->灵活配置型
3039,1687,2015/11/24,B01,混合->灵活配置型
3040,335,2013/11/8,C01,债券->纯债型
3041,1389,2015/10/20,B01,混合->灵活配置型
3042,1390,2015/10/20,B01,混合->灵活配置型
3043,1998,2016/10/10,B01,混合->灵活配置型
3044,1675,2015/8/28,B01,混合->灵活配置型
3045,270023,2010/8/18,E,QDII
3046,470006,2010/9/21,B02,混合->积极配置型
3047,1211,2015/6/12,D,货币基金
3048,217017,2010/12/8,A0201,纯指数型
3049,4365,2017/8/24,C01,债券->纯债型
3050,40019,2010/12/21,C02,债券->一级债基
3051,1948,2015/12/8,C03,债券->二级债基
3052,2081,2015/11/24,B01,混合->灵活配置型
3053,1590,2015/7/16,A0201,纯指数型
3054,2938,2016/9/7,B01,混合->灵活配置型
3055,953,2015/4/22,B01,混合->灵活配置型
3056,70015,2008/9/10,C03,债券->二级债基
3057,392001,2010/7/28,D,货币基金
3058,4248,2017/1/20,B01,混合->灵活配置型
3059,217016,2010/6/22,A0201,纯指数型
3060,5228,2017/11/10,B03,混合->保守配置型
3061,206016,2012/12/19,C04,债券->理财债基
3062,20033,2012/12/26,C03,债券->二级债基
3063,110050,2012/11/26,C04,债券->理财债基
3064,994,2015/2/3,B01,混合->灵活配置型
3065,794,2014/9/26,B01,混合->灵活配置型
3066,5231,2017/12/7,B01,混合->灵活配置型
3067,110021,2010/3/31,A0201,纯指数型
3068,470009,2010/5/5,B02,混合->积极配置型
3069,371020,2009/6/24,C01,债券->纯债型
3070,40012,2009/4/13,C03,债券->二级债基
3071,340009,2009/7/23,C02,债券->一级债基
3072,206003,2010/5/31,C03,债券->二级债基
3073,206004,2010/5/31,C03,债券->二级债基
3074,485111,2010/8/16,C03,债券->二级债基
3075,740101,2012/6/25,A0201,纯指数型
3076,485011,2010/8/16,C03,债券->二级债基
3077,350005,2008/5/8,B01,混合->灵活配置型
3079,4182,2017/5/25,B03,混合->保守配置型
3080,4468,2017/5/25,B03,混合->保守配置型
3081,1827,2016/3/8,B01,混合->灵活配置型
3082,2864,2016/6/17,C01,债券->纯债型
3083,2412,2016/3/23,B04,混合->保本型
3084,2440,2016/3/23,B04,混合->保本型
3085,518880,2013/7/18,J01,商品ETF
3086,166904,2013/8/12,C01,债券->纯债型
3087,511880,2013/4/1,D,货币基金
3088,2605,2016/5/27,B01,混合->灵活配置型
3089,150132,2013/5/2,C01,债券->纯债型
3090,2271,2015/12/29,B04,混合->保本型
3091,2865,2016/6/17,C01,债券->纯债型
3092,510650,2013/3/28,A0201,纯指数型
3093,2063,2015/11/16,B01,混合->灵活配置型
3094,1773,2015/7/31,B01,混合->灵活配置型
3095,1626,2015/9/1,A0101,积极股票型
3096,1739,2015/9/25,B04,混合->保本型
3097,2985,2016/7/15,C01,债券->纯债型
3099,960010,2015/8/19,B02,混合->积极配置型
3100,1815,2015/10/28,B01,混合->灵活配置型
3101,1741,2015/9/14,B01,混合->灵活配置型
3102,1742,2015/9/14,B01,混合->灵活配置型
3103,1800,2015/9/10,B04,混合->保本型
3105,5247,2017/12/27,B01,混合->灵活配置型
3106,167701,2017/4/21,C01,债券->纯债型
3107,2817,2016/6/8,C01,债券->纯债型
3108,2818,2016/6/8,C01,债券->纯债型
3109,1938,2015/11/3,A0101,积极股票型
3110,167704,2017/4/21,C01,债券->纯债型
3111,1224,2015/11/11,B01,混合->灵活配置型
3112,1621,2015/9/28,D,货币基金
3113,1655,2015/11/17,C03,债券->二级债基
3114,1916,2015/10/20,D,货币基金
3115,2994,2016/7/28,C01,债券->纯债型
3117,1987,2015/11/23,D,货币基金
3118,4720,2017/12/6,B03,混合->保守配置型
3119,160515,2013/8/22,C01,债券->纯债型
3120,2045,2015/11/16,B01,混合->灵活配置型
