,F_FUND_CODE,F_SETUP_DATE,F_STYLE_CODE,F_STYLE_NAME
3121,1055,2015/3/30,C01,债券->纯债型
3122,2113,2015/11/16,C01,债券->纯债型
3123,244,2013/7/19,C01,债券->纯债型
3124,4061,2017/2/16,C01,债券->纯债型
3125,4042,2017/3/15,C01,债券->纯债型
3126,4052,2017/1/20,C01,债券->纯债型
3127,187,2013/9/2,C01,债券->纯债型
3128,2896,2016/6/17,C03,债券->二级债基
3129,3708,2016/11/30,C01,债券->纯债型
3130,3675,2016/12/16,C01,债券->纯债型
3131,2528,2016/8/30,C01,债券->纯债型
3132,3097,2016/9/13,C01,债券->纯债型
3133,221,2013/9/6,C01,债券->纯债型
3134,160225,2015/8/27,A0201,纯指数型
3135,1651,2015/8/6,A0101,积极股票型
3136,3527,2016/10/27,C01,债券->纯债型
3137,163909,2013/9/12,C01,债券->纯债型
3138,4551,2017/6/2,B01,混合->灵活配置型
3139,519326,2016/11/17,C01,债券->纯债型
3140,519327,2016/11/17,C01,债券->纯债型
3142,4883,2017/9/6,B01,混合->灵活配置型
3143,3430,2016/10/24,C04,债券->理财债基
3144,3431,2016/10/24,C04,债券->理财债基
3145,772,2014/11/6,B01,混合->灵活配置型
3146,206011,2011/11/25,E,QDII
3147,161818,2011/9/28,B02,混合->积极配置型
3148,580008,2011/9/28,B02,混合->积极配置型
3150,675013,2012/6/26,C03,债券->二级债基
3151,675011,2012/6/26,C03,债券->二级债基
3152,470060,2012/6/12,C04,债券->理财债基
3153,471060,2012/6/12,C04,债券->理财债基
3154,160806,2012/5/12,A0201,纯指数型
3155,519712,2012/8/3,B02,混合->积极配置型
3156,5176,2017/11/16,B01,混合->灵活配置型
3157,1479,2016/1/27,B01,混合->灵活配置型
3159,5134,2017/9/8,D,货币基金
3160,3980,2017/1/25,B01,混合->灵活配置型
3161,1801,2015/12/2,B01,混合->灵活配置型
3162,2165,2015/12/2,B01,混合->灵活配置型
3163,519983,2010/11/18,B02,混合->积极配置型
3164,3981,2017/1/25,B01,混合->灵活配置型
3165,2238,2015/12/30,B04,混合->保本型
3166,1755,2016/4/12,B01,混合->灵活配置型
3167,2212,2016/3/14,B01,混合->灵活配置型
3168,3411,2016/9/29,B01,混合->灵活配置型
3169,2211,2016/3/14,B01,混合->灵活配置型
3170,2301,2016/2/3,B01,混合->灵活配置型
3171,1294,2015/6/29,B01,混合->灵活配置型
3172,160223,2016/11/11,A0201,纯指数型
3174,2149,2016/4/8,B01,混合->灵活配置型
3176,2711,2016/10/31,C03,债券->二级债基
3178,2712,2016/10/31,C03,债券->二级债基
3179,3395,2016/9/29,C01,债券->纯债型
3180,3417,2016/12/16,C01,债券->纯债型
3181,1459,2015/8/18,A0201,纯指数型
3182,1458,2015/8/18,A0201,纯指数型
3183,960018,2015/7/22,B02,混合->积极配置型
3184,1683,2015/7/13,B01,混合->灵活配置型
3185,2626,2016/8/25,B01,混合->灵活配置型
3186,2281,2016/1/4,B01,混合->灵活配置型
3187,1456,2015/8/4,B01,混合->灵活配置型
3188,1397,2015/8/26,A0202,增强指数型
3189,1670,2015/11/27,B01,混合->灵活配置型
3190,1671,2015/11/27,B01,混合->灵活配置型
3191,2043,2015/11/12,B01,混合->灵活配置型
3192,4368,2017/2/17,D,货币基金
3193,1348,2015/6/24,B01,混合->灵活配置型
3194,1317,2015/6/12,B04,混合->保本型
3195,4369,2017/2/17,D,货币基金
3196,660007,2010/11/23,D,货币基金
3197,660107,2010/11/23,D,货币基金
3198,660009,2011/7/1,C03,债券->二级债基
3199,5292,2017/12/13,B03,混合->保守配置型
3200,1384,2015/6/25,B01,混合->灵活配置型
3201,3933,2017/6/1,C01,债券->纯债型
3202,184,2013/10/31,C03,债券->二级债基
3203,1370,2015/5/29,B01,混合->灵活配置型
3204,169102,2015/1/19,B01,混合->灵活配置型
3205,1893,2015/11/9,D,货币基金
3208,160809,2012/9/13,A0201,纯指数型
3209,160809,2012/9/13,A0201,纯指数型
3210,1786,2016/12/16,B01,混合->灵活配置型
3211,511970,2016/7/4,D,货币基金
3212,510810,2016/7/28,A0201,纯指数型
3213,2000,2016/12/29,B03,混合->保守配置型
3214,512680,2016/8/30,A0201,纯指数型
3215,3936,2017/1/25,C01,债券->纯债型
3216,5127,2018/1/19,C01,债券->纯债型
3217,997,2015/2/10,C01,债券->纯债型
3218,998,2015/2/10,C01,债券->纯债型
3219,5356,2018/2/8,B01,混合->灵活配置型
3220,86,2013/7/23,C01,债券->纯债型
3221,720,2014/7/24,C01,债券->纯债型
3222,992288,2016/7/13,C01,债券->纯债型
3223,3956,2017/1/25,A0101,积极股票型
3224,202110,2012/7/20,C01,债券->纯债型
3225,997,2015/2/10,C01,债券->纯债型
3226,86,2013/7/23,C01,债券->纯债型
3227,260104,2004/6/25,B02,混合->积极配置型
3228,260109,2006/10/11,B02,混合->积极配置型
3229,620010,2014/8/1,D,货币基金
3230,5381,2018/2/6,B02,混合->积极配置型
3231,5382,2018/2/6,B02,混合->积极配置型
3232,5405,2018/2/6,B02,混合->积极配置型
3233,5406,2018/2/6,B02,混合->积极配置型
3234,620011,2014/8/1,D,货币基金
3235,613,2014/6/5,A0201,纯指数型
3236,3612,2016/11/11,C03,债券->二级债基
3237,3613,2016/11/11,C03,债券->二级债基
3238,309,2013/10/29,A0101,积极股票型
3239,168001,2015/6/26,A0201,纯指数型
3240,3420,2017/3/10,C01,债券->纯债型
3241,5381,2018/2/6,B02,混合->积极配置型
3245,5457,2018/2/6,B02,混合->积极配置型
3246,2765,2016/7/13,C03,债券->二级债基
3247,2766,2016/7/13,C03,债券->二级债基
3248,4387,2017/3/31,C01,债券->纯债型
3249,4463,2017/3/10,C01,债券->纯债型
3250,4456,2017/6/15,B01,混合->灵活配置型
3251,3621,2017/4/17,B01,混合->灵活配置型
3252,3072,2017/8/24,C01,债券->纯债型
3253,4587,2017/6/2,B01,混合->灵活配置型
3254,4588,2017/6/2,B01,混合->灵活配置型
3255,5158,2017/11/24,C01,债券->纯债型
3256,3406,2016/9/29,C01,债券->纯债型
3257,3473,2016/10/20,D,货币基金
3258,3474,2016/10/20,D,货币基金
3259,4595,2017/5/18,B01,混合->灵活配置型
3260,1864,2016/3/30,B01,混合->灵活配置型
3261,1776,2015/9/25,C01,债券->纯债型
3262,166007,2010/6/24,A0202,增强指数型
3263,509,2014/1/10,D,货币基金
3264,458,2014/3/5,B01,混合->灵活配置型
3265,3197,2017/3/28,C03,债券->二级债基
3266,4135,2017/3/10,B01,混合->灵活配置型
3267,2781,2016/5/26,C01,债券->纯债型
3268,3198,2017/3/28,C03,债券->二级债基
3269,433,2013/12/31,B01,混合->灵活配置型
3270,519878,2014/10/20,D,货币基金
3271,519879,2014/10/20,D,货币基金
3272,2208,2015/12/18,B04,混合->保本型
3273,3593,2017/3/20,B01,混合->灵活配置型
3274,4353,2017/3/17,B03,混合->保守配置型
3275,161129,2016/12/19,E,QDII
3276,2908,2016/9/29,B03,混合->保守配置型
3277,513050,2017/1/4,E,QDII
3278,4075,2017/3/23,A0101,积极股票型
3279,162718,2017/3/3,B03,混合->保守配置型
3280,160140,2017/10/26,E,QDII
3281,160141,2017/10/26,E,QDII
3282,3458,2017/6/2,C03,债券->二级债基
3283,3459,2017/6/2,C03,债券->二级债基
3284,4544,2017/6/14,C01,债券->纯债型
3285,519973,2013/11/29,C01,债券->纯债型
3286,50027,2012/9/7,C01,债券->纯债型
3287,2116,2016/2/22,B01,混合->灵活配置型
3288,2117,2016/2/22,B01,混合->灵活配置型
3289,519972,2013/11/29,C01,债券->纯债型
3290,2071,2015/11/16,B01,混合->灵活配置型
3291,50023,2012/2/29,C03,债券->二级债基
3292,50123,2012/2/29,C03,债券->二级债基
3293,2233,2015/12/3,B01,混合->灵活配置型
3294,1650,2015/10/27,B01,混合->灵活配置型
3295,1888,2015/10/8,B02,混合->积极配置型
3296,1931,2015/10/21,D,货币基金
3297,2418,2016/2/3,B01,混合->灵活配置型
3298,2389,2016/2/18,B04,混合->保本型
3300,1917,2016/3/15,A0101,积极股票型
3301,2229,2016/3/15,A0101,积极股票型
3302,1701,2016/3/18,B01,混合->灵活配置型
3303,2436,2016/2/15,B03,混合->保守配置型
3304,2391,2016/3/23,E,QDII
3305,2393,2016/3/23,E,QDII
3306,2456,2016/3/1,B04,混合->保本型
3307,2457,2016/3/1,B04,混合->保本型
3308,2392,2016/3/23,E,QDII
3309,41,2007/10/9,E,QDII
3310,1,2001/12/18,B01,混合->灵活配置型
3311,4383,2017/5/24,C03,债券->二级债基
3312,161601,2002/9/13,B02,混合->积极配置型
3313,501021,2016/6/24,E,QDII
3314,512810,2016/8/5,A0201,纯指数型
3315,3627,2016/12/16,C01,债券->纯债型
3316,512000,2016/8/30,A0201,纯指数型
3317,180002,2004/3/2,B04,混合->保本型
3318,3003,2004/4/7,D,货币基金
3319,200001,2003/10/31,B01,混合->灵活配置型
3320,2011,2005/6/30,B01,混合->灵活配置型
3321,1402,2015/6/5,B01,混合->灵活配置型
3322,5186,2017/11/29,B01,混合->灵活配置型
3323,519729,2013/12/25,C03,债券->二级债基
3324,434,2013/12/3,D,货币基金
3325,390,2013/12/11,B01,混合->灵活配置型
3326,1494,2015/6/29,B01,混合->灵活配置型
3327,294,2013/11/28,B02,混合->积极配置型
3328,396,2013/11/22,C01,债券->纯债型
3329,395,2013/11/22,C01,债券->纯债型
3330,5187,2017/11/29,B01,混合->灵活配置型
3331,2047,2015/11/16,B01,混合->灵活配置型
3332,408,2013/12/12,B01,混合->灵活配置型
3333,2030,2015/11/16,B01,混合->灵活配置型
3334,2341,2016/3/9,C01,债券->纯债型
3335,4528,2017/5/23,C01,债券->纯债型
3336,4529,2017/5/23,C01,债券->纯债型
3337,2283,2016/3/29,C01,债券->纯债型
3338,2284,2016/3/29,C01,债券->纯债型
3339,2285,2016/3/29,C01,债券->纯债型
3340,1934,2015/12/3,E,QDII
3341,2467,2016/4/20,E,QDII
3342,2468,2016/4/20,E,QDII
3343,2416,2016/2/29,B01,混合->灵活配置型
3344,2417,2016/2/29,B01,混合->灵活配置型
3345,4723,2017/6/21,C01,债券->纯债型
3346,512700,2017/6/28,A0201,纯指数型
3347,510230,2011/3/31,A0201,纯指数型
3348,4712,2017/7/7,B01,混合->灵活配置型
3349,4713,2017/7/7,B01,混合->灵活配置型
3350,410008,2009/12/30,A0201,纯指数型
3351,50,2013/3/13,C01,债券->纯债型
3352,4714,2017/7/7,B01,混合->灵活配置型
3353,4715,2017/7/7,B01,混合->灵活配置型
3354,52,2013/3/13,C01,债券->纯债型
3355,1806,2017/6/21,B01,混合->灵活配置型
3356,1807,2017/6/21,B01,混合->灵活配置型
3357,2383,2016/3/22,B01,混合->灵活配置型
3358,4060,2016/12/21,D,货币基金
3359,163907,2016/1/7,C01,债券->纯债型
3360,4492,2017/6/27,B01,混合->灵活配置型
3361,169104,2016/6/28,B01,混合->灵活配置型
3362,1932,2016/4/6,B04,混合->保本型
3363,160622,2016/4/25,C01,债券->纯债型
3364,4433,2017/9/8,A0201,纯指数型
3365,512400,2017/8/3,A0201,纯指数型
3366,512200,2017/8/25,A0201,纯指数型
3367,161124,2016/11/2,E,QDII
3368,4825,2017/7/14,C01,债券->纯债型
3369,2716,2016/4/29,C01,债券->纯债型
3370,862,2014/11/3,D,货币基金
3371,2506,2016/6/1,C01,债券->纯债型
3372,2355,2016/3/29,C03,债券->二级债基
3373,2206,2015/12/3,C01,债券->纯债型
3374,160720,2013/2/5,C01,债券->纯债型
3375,3458,2017/6/2,C03,债券->二级债基
3376,4528,2017/5/23,C01,债券->纯债型
3377,159923,2013/2/7,A0201,纯指数型
3378,2489,2016/3/29,B04,混合->保本型
3379,150115,2012/12/27,C01,债券->纯债型
3380,863,2014/11/3,D,货币基金
3381,573003,2009/3/4,C03,债券->二级债基
3382,410007,2009/7/15,B01,混合->灵活配置型
3383,519985,2010/6/28,C01,债券->纯债型
3384,2795,2016/6/3,C01,债券->纯债型
3385,584,2014/4/16,B01,混合->灵活配置型
3386,165809,2014/5/9,C01,债券->纯债型
3387,610,2014/4/25,B04,混合->保本型
3388,743,2014/9/18,B01,混合->灵活配置型
3389,819,2014/9/26,C04,债券->理财债基
3390,1918,2016/2/23,C01,债券->纯债型
3391,4712,2017/7/7,B01,混合->灵活配置型
3392,519320,2016/5/4,C01,债券->纯债型
3393,2535,2016/3/24,B01,混合->灵活配置型
3394,2618,2016/4/26,B01,混合->灵活配置型
3395,4714,2017/7/7,B01,混合->灵活配置型
3396,5047,2017/12/26,B03,混合->保守配置型
3397,4171,2017/1/25,B03,混合->保守配置型
3398,724,2014/7/28,D,货币基金
3399,3758,2017/7/26,B01,混合->灵活配置型
3400,701,2014/9/16,D,货币基金
3401,748,2014/8/28,D,货币基金
3402,741,2014/8/27,D,货币基金
3403,1806,2017/6/21,B01,混合->灵活配置型
3404,3092,2016/9/20,C03,债券->二级债基
3405,1751,2015/9/8,C03,债券->二级债基
3406,4212,2017/3/22,B02,混合->积极配置型
3407,4164,2017/9/13,E,QDII
3408,4576,2017/9/1,B01,混合->灵活配置型
3409,1263,2015/5/4,B01,混合->灵活配置型
3410,4048,2017/3/8,B01,混合->灵活配置型
3411,3839,2016/12/7,B01,混合->灵活配置型
3412,4216,2017/1/6,D,货币基金
3413,1897,2015/11/10,B01,混合->灵活配置型
3414,1847,2015/11/3,C01,债券->纯债型
3415,4911,2017/7/20,C01,债券->纯债型
3416,4912,2017/7/20,C01,债券->纯债型
3417,4169,2017/2/13,D,货币基金
3418,150988,2017/6/29,D,货币基金
3419,519625,2016/12/9,B01,混合->灵活配置型
3420,2835,2016/8/24,B01,混合->灵活配置型
3421,4025,2017/8/30,C03,债券->二级债基
3422,660001,2008/8/4,B02,混合->积极配置型
3424,540006,2009/6/24,A0101,积极股票型
3425,2789,2016/6/28,B04,混合->保本型
3426,1021,2011/5/25,C01,债券->纯债型
3427,3859,2016/12/15,C01,债券->纯债型
3428,710301,2012/7/25,C03,债券->二级债基
3429,593,2014/3/28,E,QDII
3430,360021,2012/9/5,C04,债券->理财债基
3431,471028,2012/10/18,C04,债券->理财债基
3432,1212,2015/10/16,C01,债券->纯债型
3433,540011,2011/11/2,D,货币基金
3434,710501,2013/1/29,D,货币基金
3435,324,2013/10/29,D,货币基金
3436,2883,2016/7/27,D,货币基金
3437,4419,2017/4/20,E,QDII
3438,1816,2016/12/21,B01,混合->灵活配置型
3439,826,2014/10/30,A0201,纯指数型
3440,921,2014/12/18,D,货币基金
3441,3916,2017/3/1,B01,混合->灵活配置型
3442,3918,2017/3/1,B01,混合->灵活配置型
3443,3914,2017/3/1,B01,混合->灵活配置型
3444,3662,2016/12/29,C01,债券->纯债型
3445,485122,2013/1/28,C04,债券->理财债基
3446,420002,2008/4/18,C03,债券->二级债基
3447,502023,2015/8/13,A0201,纯指数型
3448,502026,2015/8/13,A0201,纯指数型
3449,4003,2017/3/1,B01,混合->灵活配置型
3450,200013,2011/4/12,C03,债券->二级债基
3451,502024,2015/8/13,A0201,纯指数型
3452,4679,2018/2/2,C03,债券->二级债基
3453,502025,2015/8/13,A0201,纯指数型
3454,5622,2018/2/2,C01,债券->纯债型
3455,331,2013/10/21,D,货币基金
3456,530021,2012/11/15,C01,债券->纯债型
3457,5213,2018/2/1,C01,债券->纯债型
3458,4209,2017/3/21,B01,混合->灵活配置型
3459,4212,2017/3/22,B02,混合->积极配置型
3460,1842,2015/12/8,D,货币基金
3461,5375,2018/2/2,C01,债券->纯债型
3462,540003,2007/4/9,B01,混合->灵活配置型
3463,502027,2015/8/13,A0201,纯指数型
3464,160602,2003/7/12,C02,债券->一级债基
3465,2363,2016/2/1,B04,混合->保本型
3466,493,2014/1/21,D,货币基金
3467,202023,2011/1/30,B01,混合->灵活配置型
3468,836,2014/10/17,D,货币基金
3469,868,2014/11/13,D,货币基金
3470,163825,2013/9/24,C01,债券->纯债型
3471,640,2014/5/12,D,货币基金
3472,519188,2012/9/21,C01,债券->纯债型
3473,2453,2016/4/22,B04,混合->保本型
3474,2504,2016/4/13,B04,混合->保本型
3475,1015,2015/2/10,A0202,增强指数型
3477,901,2015/1/14,D,货币基金
3478,202307,2013/1/22,D,货币基金
3479,3385,2017/1/23,E,QDII
3480,2644,2016/5/25,B04,混合->保本型
3481,110003,2004/3/22,A0202,增强指数型
3482,4137,2017/1/13,D,货币基金
3483,180008,2005/1/31,D,货币基金
3484,4907,2017/8/9,B02,混合->积极配置型
3485,165528,2016/5/24,B01,混合->灵活配置型
3486,5016,2017/8/11,D,货币基金
3487,166020,2013/8/21,B01,混合->灵活配置型
3488,2558,2016/10/13,B01,混合->灵活配置型
3489,5265,2017/11/22,B01,混合->灵活配置型
3490,730,2014/9/18,D,货币基金
3492,5117,2017/9/1,B01,混合->灵活配置型
3493,1215,2015/5/14,B01,混合->灵活配置型
3494,1264,2015/5/6,B01,混合->灵活配置型
3495,1399,2015/6/5,B01,混合->灵活配置型
3496,4146,2017/1/18,B03,混合->保守配置型
3497,4994,2017/11/10,C03,债券->二级债基
3498,4674,2017/11/14,B01,混合->灵活配置型
3499,4403,2017/5/17,A0101,积极股票型
3500,3976,2017/3/3,C01,债券->纯债型
3501,3929,2016/12/5,C01,债券->纯债型
3502,2636,2016/5/11,C03,债券->二级债基
3503,2756,2016/5/18,C01,债券->纯债型
3504,4807,2017/8/9,C03,债券->二级债基
3505,1686,2015/11/24,B01,混合->灵活配置型
3506,1389,2015/10/20,B01,混合->灵活配置型
3507,206003,2010/5/31,C03,债券->二级债基
3508,485111,2010/8/16,C03,债券->二级债基
3509,540005,2008/12/3,C02,债券->一级债基
3510,660002,2008/12/23,C02,债券->一级债基
3511,951,2017/3/9,C04,债券->理财债基
3512,1780,2017/8/29,B01,混合->灵活配置型
3513,4920,2017/7/25,C01,债券->纯债型
3514,1937,2015/11/2,D,货币基金
3515,4717,2017/7/28,D,货币基金
3516,3092,2016/9/20,C03,债券->二级债基
3517,3093,2016/9/20,C03,债券->二级债基
3518,3880,2017/3/23,C04,债券->理财债基
3519,3881,2017/3/23,C04,债券->理财债基
3520,1751,2015/9/8,C03,债券->二级债基
3521,2946,2016/11/8,C03,债券->二级债基
3522,560005,2008/5/21,C03,债券->二级债基
3523,4730,2017/9/13,A0101,积极股票型
3524,410010,2011/12/9,A0202,增强指数型
3525,4803,2017/10/16,C01,债券->纯债型
3526,5171,2017/11/9,C01,债券->纯债型
3527,4602,2017/8/14,C03,债券->二级债基
3528,4804,2017/10/16,C01,债券->纯债型
3529,150005,2004/12/20,D,货币基金
3530,4439,2018/2/2,C01,债券->纯债型
3531,150015,2006/11/1,D,货币基金
3532,539001,2010/9/14,E,QDII
3533,4151,2017/4/14,D,货币基金
3534,4151,2017/4/14,D,货币基金
3535,4152,2017/4/14,D,货币基金
3536,4684,2017/6/8,D,货币基金
3537,4074,2017/3/2,B01,混合->灵活配置型
3538,1783,2017/9/28,C04,债券->理财债基
3539,1784,2017/9/28,C04,债券->理财债基
3540,1042,2015/5/15,A0101,积极股票型
3541,160324,2017/5/31,B01,混合->灵活配置型
3542,2604,2016/6/30,B01,混合->灵活配置型
3543,2231,2015/12/10,B01,混合->灵活配置型
3544,1474,2015/6/24,B01,混合->灵活配置型
3545,2232,2015/12/10,B01,混合->灵活配置型
3546,5126,2017/12/1,B02,混合->积极配置型
3547,5211,2017/12/1,B01,混合->灵活配置型
3548,4666,2017/7/5,B01,混合->灵活配置型
3549,265,2014/9/10,C01,债券->纯债型
3550,530015,2011/9/8,A0201,纯指数型
3551,1316,2015/5/25,B01,混合->灵活配置型
3552,1338,2015/5/25,B01,混合->灵活配置型
3553,948,2015/1/13,E,QDII
3554,213007,2008/5/15,C03,债券->二级债基
3555,213917,2008/10/20,C03,债券->二级债基
3556,213009,2009/8/5,D,货币基金
3557,213909,2009/8/5,D,货币基金
3558,3616,2017/6/16,C01,债券->纯债型
3559,80011,2005/12/12,D,货币基金
